Wavenumber (cm-1),Original Intensity,Fitted Intensity,Residual
280.0,0.3647882044315338,0.2413347798043365,0.1234534246271973
281.0,0.3643702566623688,0.2423784152864555,0.12199184137591326
282.0,0.3765455186367035,0.24343330857112433,0.13311221006557916
283.0,0.38656342029571533,0.24449952798857713,0.1420638923071382
284.0,0.3828746974468231,0.24557713865206457,0.13729755879475855
285.0,0.3706042766571045,0.2466662022365998,0.1239380744205047
286.0,0.36270782351493835,0.2477667767488522,0.11494104676608616
287.0,0.36656203866004944,0.24887891628799752,0.11768312237205192
288.0,0.3743773400783539,0.25000267079734145,0.12437466928101243
289.0,0.37742879986763,0.25113808580654223,0.12629071406108777
290.0,0.37468281388282776,0.25228520216426753,0.12239761171856023
291.0,0.3711431324481964,0.2534440557611361,0.11769907668706031
292.0,0.3699468672275543,0.2546146772428042,0.11533218998475014
293.0,0.3711821138858795,0.25579709171307663,0.11538502217280289
294.0,0.3728482723236084,0.25699131842693596,0.11585695389667244
295.0,0.3731086552143097,0.25819737047340696,0.11491128474090273
296.0,0.371369332075119,0.2594152544481905,0.1119540776269285
297.0,0.368898868560791,0.26064497011602983,0.10825389844476119
298.0,0.3660663664340973,0.26188651006279423,0.10417985637130306
299.0,0.3620769679546356,0.26313985933729717,0.09893710861733845
300.0,0.3598496615886688,0.2644049950828959,0.09544466650577293
301.0,0.3586934506893158,0.2656818861589545,0.0930115645303613
302.0,0.355703741312027,0.26697049275228885,0.08873324855973813
303.0,0.3534899652004242,0.26827076597875305,0.08521919922167115
304.0,0.34912291169166565,0.2695826474751712,0.07954026421649446
305.0,0.342953085899353,0.2709060689818621,0.07204701691749094
306.0,0.33987244963645935,0.272240951916058,0.06763149772040133
307.0,0.3399331569671631,0.2735872069365708,0.0663459500305923
308.0,0.34257838129997253,0.2749447335001149,0.06763364779985764
309.0,0.348476380109787,0.27631341940976023,0.07216296070002676
310.0,0.35771360993385315,0.2776931403560485,0.08002046957780468
311.0,0.3659094274044037,0.2790837594513803,0.08682566795302338
312.0,0.3672467768192291,0.28048512675834736,0.08676165006088177
313.0,0.3608058989048004,0.2818970788127639,0.07890882009203654
314.0,0.3556605279445648,0.2833194381422267,0.07234108980233811
315.0,0.35304713249206543,0.2847520127811238,0.06829511971094165
316.0,0.3475397527217865,0.28619459578309103,0.061345156938695466
317.0,0.3448682725429535,0.28764696473201223,0.05722130781094126
318.0,0.3462959825992584,0.28910888125274997,0.05718710134650845
319.0,0.3480560779571533,0.29058009052289263,0.05747598743426069
320.0,0.3473469316959381,0.2920603207869024,0.055286610909035694
321.0,0.3443233072757721,0.2935492828741548,0.05077402440161727
322.0,0.3410172462463379,0.29504666972246174,0.04597057652387615
323.0,0.33905377984046936,0.29655215590878037,0.04250162393168899
324.0,0.3381102979183197,0.298065397188921,0.0400449007293987
325.0,0.33712509274482727,0.2995860300481697,0.03753906269665758
326.0,0.33590495586395264,0.3011136712648631,0.034791284599089534
327.0,0.33577394485473633,0.30264791748905306,0.033126027365683264
